user,text,retweeted_status
AnwatMinhaj,"@flipkartsupport @Flipkart @_Kalyan_K, What kind of customer service #Flipkart?
Customer satisfaction Bogus.",False
Rohit96494650,"Worst delivery partner of India.
#Flipkart #Ekart",False
2RS917766,"RT @ggkhnr: *Salary gets credited*

#Zomato, #Swiggy, #Amazon, #Flipkart and #Myntra notifications: https://t.co/ZBR5snkeVf",False
AedinInsight,FREE AMAZON PRIME https://t.co/CDfFy9plLZ #amazon #amazonprime #amazondeals #kindle #amazonfinds #love #usa… https://t.co/n4NqgtKtLD,False
i_m_sarvesh,@flipkartsupport @jagograhakjago I would like to register a complaint against #flipkart. I had returned a product 7… https://t.co/83uqaLkIiD,False
kuldeepmi7874,"I ordered a galaxy watch 4 from @Flipkart, Today morning I received the item and look what is there share so that I… https://t.co/vyaTZZ5u5a",False
BabarKh83180038,#sonusood  #realme #nationalbusinessacademy  #Flipkart  #acko #lenskart  #Sugarcosmetics  #upgrade #Amazon… https://t.co/6rMZrrM1Gd,False
ajaybob888,Customer ki hard earned money Flipkart 20 din use kr raha hai aur product deliver he nhi kr raha hai ... Worst deli… https://t.co/Lbzv0rmC4S,False
LLahary,"I ordered a product from Flipkart using upi on 12 jun , it didn't got delivered. One of the executive said me to wa… https://t.co/dg074Ejvxv",False
Gopal30881391,#Flipkart still not any update on my order. Please accept my return request ASAP.,False
nishankreddy,"Head &amp; Shoulders , Anti Dandruff Shampoo, Cool Menthol, 1 L @ 405

https://t.co/EQfuhnd3Ok https://t.co/XriY1yCMPV… https://t.co/gbYoG86Y30",False
nishankreddy,"Women's Sling Bag @ 361.

https://t.co/Q8ctEyqrZD https://t.co/neeGf3FScE
click above to find best deals and offers… https://t.co/5smMudlg16",False
nishankreddy,"49 https://t.co/zk8ge8vu9L https://t.co/jI4YfWiyDA
click above to find best deals and offers 
#deals #offers… https://t.co/AOY0AFJc5V",False
nishankreddy,"Myntra : 55% off on Garnier Hair Masks &amp; Conditioner.

https://t.co/kQ7GChmKbL https://t.co/77qxNZWd0H
click above… https://t.co/VR4UsGxA00",False
nishankreddy,"49
https://t.co/qm5qGPZbpj https://t.co/AfbAXdax9L
click above to find best deals and offers 
#deals #offers… https://t.co/7bKuDh3Yhd",False
nishankreddy,"HP 32GB USB 2.0 Pen Drive @299

https://t.co/iKqLxFYFDF

Dumbbell Set (1 Kg x 2) @80

https://t.co/1UJzv5494Q… https://t.co/IZ7gaJrmLf",False
nishankreddy,"55% off :  Kesh King Onion Oil 200ml + Onion Shampoo 300ml  (2 Items in the set) @494

https://t.co/UYNDQnDx79… https://t.co/YFfi1CsGpZ",False
nishankreddy,"PrettyKrafts Folding Laundry Basket for Clothes|Toy Storage Box with Lid and Handle, Toys Organiser, 75 Litre, Blac… https://t.co/0fDaQtahWY",False
nishankreddy,"Amazon Basics 1 Ton 4 Star Fixed Speed Window AC (Copper, Turbo Cool, Dust Filter, 2022 Model, White) at Rs.21999… https://t.co/CJHUXlgXGg",False
nishankreddy,"Dabur Vatika Ayurvedic Shampoo, 1L + Vega Hair Dryer @ 599

https://t.co/q0q7tbKKEK https://t.co/2iEESfMsTt
click a… https://t.co/6M5lKxMVXF",False
nishankreddy,"Amazon Super Value Days ( 1st - 7th July)

https://t.co/ygBRPJyHl3 https://t.co/IIB594YuNj
click above to find best… https://t.co/0gMkKrluNv",False
nishankreddy,"249 https://t.co/llejKH2M9D https://t.co/PYfKj5P8OA
click above to find best deals and offers 
#deals #offers… https://t.co/CS4UkvcVXf",False
nishankreddy,"TWS upto 86% off starting @ 599

https://t.co/us2V2Om7JE https://t.co/VPvXQ4tJAG
click above to find best deals and… https://t.co/olcECTZxz5",False
nishankreddy,"Aurion Fitness PVC Dumbell Set Combo Home Gym (Black)   @ 249 

https://t.co/llejKH2M9D https://t.co/Mf3yWrDewG
cli… https://t.co/41fv77Xx6M",False
nishankreddy,"Boat Smartwatch @1599

 https://t.co/FWmPQPdRp3 https://t.co/uQF4gbIetE
click above to find best deals and offers… https://t.co/C65vdlL6Zh",False
nishankreddy,"199 + Coupon

double bed sheet

https://t.co/IcWF5og035 https://t.co/RlK0ZhxoNU
click above to find best deals and… https://t.co/BSYD9XXz4C",False
nishankreddy,"Back : Grab: Pigeon Electric Kettle (1.5 Litres)  at 497

https://t.co/2KU5AUwtfB https://t.co/hOd4ow1hE8
click abo… https://t.co/Z2RUpML9FD",False
nishankreddy,"Heinz Tomato Twizt Chili 200G   @ 28 

https://t.co/HWtMHOiKxO https://t.co/OC6d4AEBRE
click above to find best dea… https://t.co/UyC2emQ9Dy",False
nosferajin,"@flipkartsupport @Flipkart 
I was charged more than I was supposed to on my purchase (offers didn't apply after che… https://t.co/Gt0A9AeIQP",False
_NishantSinghal,"But the timing was so less for cheating 😥😥
#FlipkartGrid #Flipkart https://t.co/NIpMkwlv4N",False
Mukesh_kumar01,#Flipkart flipkart support team could not understand my concern..my account blocked within 5 months i  complaint ma… https://t.co/QhLvUo1Wn6,False
PatelParesh001,"Lowest Price Offer - boAt Rockerz 255F #Bluetooth #Headset  @Rs.999

Shop Now!

Link:https://t.co/rk7co9FIFI… https://t.co/WLTPNXfrFb",False
KushagraPath,"Flipkart sucks! I have placed a return request on 15th June also called customer care but no pick up was done, call… https://t.co/fdDT6AlGLR",False
Akash_pandey_10,"RT @CustomerAwarens: #RETWEEET 
कृपया 🙏 कुछ दिनों के लिए #Flipkart से खरीदारी न करें क्योंकि कई ग्राहक इसकी उत्पाद गुणवत्ता और सेवा के बारे…",False
Akash_pandey_10,"RT @Ashutoshindia7: #RETWEEET
Please Don't Do shoping from
#Flipkart for some days because many customers are Complaining about it's Produc…",False
BushanGame,"#FlipkartBigBillionDays #Flipkart #FlipkartAtYourService 
@Flipkart @flipkartsupport 
Please Help me! Recently i br… https://t.co/PAUx7r4gZK",False
SeedSpices,"Make your favorite dishes with the expertly selected tasty Seed Tree Spices!
#Spices #spicesofindia #sunday… https://t.co/mD6iboGTKK",False
Sudhirk99046612,"We are looking into your concern with order OD225168784161649000 and will resolve it by 02 Jul, 1:45 PM. Track Issu… https://t.co/vU1ooREtxo",False
AedinInsight,FREE AMAZON PRIME https://t.co/CDfFy9plLZ #amazon #amazonprime #amazondeals #kindle #amazonfinds #love #usa… https://t.co/d8s3GeGacJ,False
deswalanil4141,"#Flipkart #Flipkartsupport
Today is 3rd July 🤔🤔 https://t.co/g3cNRqGABB",False
vibhuvaibs,"Not even responding on emails...

@Flipkart @flipkartsupport #Flipkart #poorservice https://t.co/PXHfQDYMYh",False
jitaatma,@flipkartsupport are the most nonsense people on this planet. First they said to pick and refund the product. Now n… https://t.co/kC5ZjWoPeN,False
ojha_arpan,Alert .... @amazonIN @AmazonUK #Amazon .. please read and understand that Installation Added mean it is chargeable.… https://t.co/I4vwGeKQaL,False
a4sunny,"@flipkartsupport No you haven't. You guys not even cared to understand my problem. 
F for #Flipkart 
F for Fraudsters",False
sriharidas,RT @venkatbalanagu: What the hell is this? Are you feeling well or not Flipkart? Or Do you think customers are fools? #Flipkart_Cheating #F…,False
Harshamathpal,"@flipkartsupport #Flipkart Request to kindly complete the installation scheduled today before 10 AM.

Also technica… https://t.co/ow7sn43ZUk",False
Babulbk_,@Flipkart @Flipkart Really very disappointed service #Flipkart #FaltuService #Worstservice,False
AedinInsight,FREE AMAZON PRIME https://t.co/CDfFy9plLZ #amazon #amazonprime #amazondeals #kindle #amazonfinds #love #usa… https://t.co/4rtkv0YwRP,False
gulshanswami2,"RT @gizbot: Users can pre-order Nothing Phone (1) on Flipkart without needing any invite @Flipkart @nothing
#NothingPhone1 #flipkart
https:…",False
9256141346,@flipkartsupport Can you please update on this still no one contacted me @flipkartsupport @Flipkart @WorkAtFlipkart… https://t.co/0DQdNdgFSk,False
ChhetriVivek,"RT gizbot ""Users can pre-order Nothing Phone (1) on Flipkart without needing any invite @Flipkart @nothing… https://t.co/NeNSdHnzkk",False
gizbot,"Users can pre-order Nothing Phone (1) on Flipkart without needing any invite @Flipkart @nothing
#NothingPhone1… https://t.co/1CWsFbsZZs",False
AedinInsight,FREE AMAZON PRIME https://t.co/CDfFy9plLZ #amazon #amazonprime #amazondeals #kindle #amazonfinds #love #usa… https://t.co/46sQDpeU4v,False
EnergyDepDay,"RT @tech2touch: New Video: Samsung Galaxy F13 Retail Unit Unboxing - Waterfall Blue, Flipkart
.
.
https://t.co/fN0lnsijND
.
.
#GalaxyF13 #s…",False
AedinInsight,FREE AMAZON PRIME https://t.co/CDfFy9plLZ #amazon #amazonprime #amazondeals #kindle #amazonfinds #love #usa… https://t.co/kMGXEGRwnH,False
Legacycorp,RT @AedinInsight: FREE AMAZON PRIME https://t.co/CDfFy9GXaz #amazon #amazonprime #amazondeals #kindle #amazonfinds #love #usa #onlineshoppi…,False
TheHansIndiaWeb,Flipkart signs MoU with KSDC to accelerate skill building #Flipkart #KSDC #SCOA #karnatakanews https://t.co/yclF5MD10N,False
AedinInsight,FREE AMAZON PRIME https://t.co/CDfFy9GXaz #amazon #amazonprime #amazondeals #kindle #amazonfinds #love #usa… https://t.co/hU6c3WRNQh,False
ethicalroy,RT @ethicalroy: @flipkartsupport  @Flipkart #Flipkart I placed an order for which the payment failed. Money got debited from bank but not r…,False
ethicalroy,@flipkartsupport  @Flipkart #Flipkart I placed an order for which the payment failed. Money got debited from bank b… https://t.co/DJrCUIocYv,False
Samba198845,"https://t.co/NxeDEXBRXc
#Flipkart",False
ravi5h,"@Flipkart any order getting late is fine, but GHAR KA RASHAN not getting delivered on time or even on promised date… https://t.co/qndwNBC5yW",False
NathSouman,"#Flipkart I bought a shoe on Flipkart,The price of the shoe dropped before it reached home.This will not last long… https://t.co/m555oT8IlR",False
sunil_avi10,#flipkart sir plz send full order. Refund not required. Otherwise file a complaint against flipkart  in consumer court.,False
sunil_avi10,#flipkart making fool to customer by Flipkart a prepaid order. https://t.co/AZnhULCVqA,False
sunil_avi10,#flipkart cancelled order https://t.co/2DVNGydogo,False
sunil_avi10,#flipkart item missing prepaid order cancelled automatically by Flipkart after 2 days. 10 item missing. A big game… https://t.co/Ogl5gPa3eV,False
manju1225,@Flipkart I ordered @IndiaPOCO #POCOF4 on 27th June but still not delivered even though delivery date is 5th July..… https://t.co/77bYnOZESW,False
vijayamohan259,@flipkartsupport Seller dispatched the product but with chaep tricks #Flipkart cheats the customers.,False
kuna_saikrishna,RT @mspdealss: Hey @Flipkart @flipkartsupport Yesterday Ordered 256GB Sandisk Pedrive. After Shipping Order title changed to 64Gb. Your Sel…,False
Ssanjay01,Dear Team your services of flipkart later is very bad. Your crm team is also fucking off.#Flipkart #FlipkartAtYourService #Ceoflipkart,False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Flipkart Sm… https://t.co/Y0LPOeu2N2",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
✅Apply 49₹ o… https://t.co/iA32QuQpjJ",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
H&amp;G Presents… https://t.co/vtr3RC7g6q",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
THE BIG DEAL… https://t.co/I4THHEhFXh",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
Damensch Off… https://t.co/C4lwoKS0NY",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟MSI Core i3… https://t.co/xbYkUpPa0Q",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Men Casual… https://t.co/NnhYGW7R4q",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Vivel Aloe… https://t.co/AQngHHKYo6",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Powder - Da… https://t.co/WR3spuelMb",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Myntra : Me… https://t.co/dhBmlASCD9",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟50% off:HE… https://t.co/uqKromewOb",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Noise Smart… https://t.co/rLYySF7cyc",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
Don't Keep Y… https://t.co/GmrbQUXP1R",False
AedinInsight,FREE AMAZON PRIME https://t.co/CDfFy9plLZ #amazon #amazonprime #amazondeals #kindle #amazonfinds #love #usa… https://t.co/FQB03eBx16,False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Back : Wond… https://t.co/OKkn5yHI8r",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Extra Up to… https://t.co/ZQNTyWSV4U",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Relaxo Men'… https://t.co/DF6TlLRGK2",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Orion Ultim… https://t.co/KvTDInhjWc",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟WOW Loot De… https://t.co/Yy0nt4rwFT",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Levi’s Men’… https://t.co/CsG2gIgWqA",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Garnier Oil… https://t.co/tkLAkNP6an",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Zebronics L… https://t.co/i85lMQb9PO",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟wipro Exten… https://t.co/T5kwssqmU5",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟NUTS ABOUT… https://t.co/FiU3jURw8h",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟GRAB : Saff… https://t.co/yptuqhYVnO",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟750 ml List… https://t.co/xAe0DVdhrh",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟FAST Sony P… https://t.co/whfLbYdW5w",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Women's Jum… https://t.co/pOlG4pn2jY",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Metronaut S… https://t.co/273AtY0f7j",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Wall Sticke… https://t.co/WjD0GW9MUW",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Nova Hair S… https://t.co/JGJYpbFho5",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Flipkart :… https://t.co/FfflZYn1jS",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Mattress Up… https://t.co/ckksWzWkQb",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Femzy Women… https://t.co/SkxPIZFky4",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Loot Deal :… https://t.co/uqrlPYkeKO",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Steal Deal… https://t.co/BbGDsFwqV2",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Buy More Sa… https://t.co/fBCJwVUELy",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Premium Cal… https://t.co/7GOlSP1cSh",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟OnePlus 10… https://t.co/GSBtsEGH7F",False
vijayamohan259,@Flipkart don't trust #Flipkart simply cheating the customers with cheap tricks https://t.co/ovgbhS13eZ,False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
TATA CLiQ We… https://t.co/YEEoJIPcD9",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Prestige Or… https://t.co/g6zYUQI23S",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Fossil Chro… https://t.co/0wASJ34U6I",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Havells MIX… https://t.co/Xnwpo7N2lb",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Havells Reo… https://t.co/O1NK5NVE8a",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Cello Style… https://t.co/nvEq1oZoam",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Levi's Men… https://t.co/zkGVsw1CX4",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Wipro 5 Wat… https://t.co/scCcqEcier",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
✅Apply 70% O… https://t.co/nHbPVp1zxr",False
dellyranksindia,"Nothing Phone 1 Case Leaked, Pre-Order Pass Listed on Flipkart #Flipkart #nothing #nothingphone1specifications… https://t.co/89fz1yt45S",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Levi's Men… https://t.co/cDBVWDFpLc",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Wipro 5 Wat… https://t.co/1lYgxnKlOC",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
2 Aloe Vera… https://t.co/b8LUfF4DW0",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Back : Cell… https://t.co/yLrauCZLiD",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟80-85% off… https://t.co/ROdCMqPuzA",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Redmi Note… https://t.co/cubLVUkq83",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Deal Upto 9… https://t.co/fHVeHKCskA",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Michael Kor… https://t.co/gn9ZJ8iwGe",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟B Natural F… https://t.co/D8NvIUrFJk",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
✅Apply ₹1000… https://t.co/0Bs34vghEf",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Fossil Mens… https://t.co/GF7lCdVmmh",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Casio G-Sho… https://t.co/Kfj5dh8uJG",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟53% off : J… https://t.co/kpjU8WxGK9",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟LG Ultragea… https://t.co/EcAg9KTG9Y",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟More Skagen… https://t.co/ukttICLKWo",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Skagen Gitt… https://t.co/1r2DSXUuDZ",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Apply 25% O… https://t.co/baTlI6gJnp",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Skagen Anal… https://t.co/8ZZoCS7hh9",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
Apply Rs.100… https://t.co/RTXyhhL9ml",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Lavie WODEH… https://t.co/IcNPbye1VN",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Fossil Stel… https://t.co/SPXfXiCzvL",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Jaquline US… https://t.co/dNzZmsLTvU",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟lowest ever… https://t.co/zxsz5uG4Vj",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Acer Predat… https://t.co/qebE1wsexd",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Fossil Anal… https://t.co/9P2dGppg1G",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Noise Color… https://t.co/XWThRqnU32",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
Apply 2500 C… https://t.co/bQpztYoY02",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
@99 : https://t.co/xGkgwGVOdt",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟Mrp Error T… https://t.co/8lPEx0YJuw",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
🌟ASUS VivoBo… https://t.co/PDuFYgiLrN",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
✅Apply 49₹ o… https://t.co/araBcDs1T9",False
ShoppingDeal4U,"#Amazon #DealsOfTheDay #Flipkart #Shopping #Fashion #Beauty #Sale #Deals #Loot #Offers
@ShoppingDeal4U
✅Apply 25% O… https://t.co/CtF0sy6KOg",False
